"Product ","Member Level ","Quantity ","Price ","Price Post Tax "
"","","56 g","$125.00","$125.00"
"Venom OG CRUMBLE 1g","Non-Member","1 ","$16.67","$16.67"
"Wappa cart LR 1g","Non-Member","1 ","$35.00","$35.00"
"Washington Apple INFUSED JNT 0.5g 5pk","Non-Member","1 ","$26.67","$26.67"
"Water Berry THC 50mg","Non-Member","1 ","$10.00","$10.00"
"Water Blood Orange CBD 25mg","Non-Member","1 ","$4.00","$4.00"
"Water Lemon CBD 25mg","Non-Member","1 ","$4.00","$4.00"
"Water Lime THC 25mg","Non-Member","1 ","$5.00","$5.00"
"Water Raspberry CBD 25mg","Non-Member","1 ","$4.00","$4.00"
"Watermelon Zkittles LR","Non-Member","1 ","$18.33","$18.33"
"Wedding Cake BLUNT 2g","Non-Member","1 ","$15.00","$15.00"
"Wedding Cake JNT 1g","Non-Member","1 ","$8.33","$8.33"
"Wedding Cake LR 1g","Non-Member","1 ","$15.00","$15.00"
"Wedding Cake PP 1g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Wedding Cake PP 3.5g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Wedding Cake PP 7g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Wedding Cake TWAX JNT 0.5g","Non-Member","1 ","$10.00","$10.00"
"White Tahoe Cookies Cart Dist 1g","Non-Member","1 ","$18.33","$18.33"
"White Tahoe Cookies JNT 0.6g","Non-Member","1 ","$2.50","$2.50"
"White WIdow Haze JNT 1g","Non-Member","1 ","$8.33","$8.33"
"White Widow Haze PP 1g","Non-Member","1 g","$11.67","$11.67"
"","","3.5 g","$37.50","$37.50"
"","","4 g","$37.50","$37.50"
"","","7 g","$70.83","$70.83"
"","","14 g","$133.33","$133.33"
"","","28 g","$258.33","$258.33"
"","","56 g","$500.00","$500.00"
"White Widow Haze PP 3.5g","Non-Member","1 g","$11.67","$11.67"
"","","3.5 g","$37.50","$37.50"
"","","4 g","$37.50","$37.50"
"","","7 g","$70.83","$70.83"
"","","14 g","$133.33","$133.33"
"","","28 g","$258.33","$258.33"
"","","56 g","$500.00","$500.00"
"White Widow Haze PP 7g","Non-Member","1 g","$11.67","$11.67"
"","","3.5 g","$37.50","$37.50"
"","","4 g","$37.50","$37.50"
"","","7 g","$70.83","$70.83"
"","","14 g","$133.33","$133.33"
"","","28 g","$258.33","$258.33"
"","","56 g","$500.00","$500.00"
"Wild Bourbon CBD LR 1g","Non-Member","1 ","$20.00","$20.00"
"Zkittles Pie Crumble 1g","Non-Member","1 ","$16.67","$16.67"
"Zurple Punch JNT 0.6g 2pk","Non-Member","1 ","$4.17","$4.17"
"Zurple Punch LR 1g","Non-Member","1 ","$30.00","$30.00"
"Zurple Punch PP 1g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Zurple Punch PP 28g","Non-Member","28 ","$16.67","$16.67"
"Zurple Punch PP 3.5g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Zurple Punch PP 7g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Zurple Punch cart LR 1g","Non-Member","1 ","$37.50","$37.50"
